Continent,Region,Country,"Criminality avg,","Criminal markets avg,",Human trafficking,Human smuggling,Arms trafficking,Flora crimes,Fauna crimes,Non-renewable resource crimes,Heroin trade,Cocaine trade,Cannabis trade,Synthetic drug trade,Cyber-dependent crimes,Financial crimes,Trade in counterfeit goods,Illicit trade in excisable goods,Extortion and protection racketeering,"Criminal actors avg,",Mafia-style groups,Criminal networks,State-embedded actors,Foreign actors,Private sector actors,"Resilience avg,",Political leadership and governance,Government transparency and accountability,International cooperation,National policies and laws,Judicial system and detention,Law enforcement,Territorial integrity,Anti-money laundering,Economic regulatory capacity,Victim and witness support,Prevention,Non-state actors,happiness score,Cluster
Europe,Southern Europe,Malta,-0.023460905144046154,-0.44035638065629157,-0.47658666498159646,-0.8076277209646826,-0.9988071278584975,-1.321447405949639,0.08988689538689676,-0.09984529544431407,-0.5139233173986578,0.3206087132884569,-0.5546449250192483,0.022828657908889834,0.46570975256008906,1.2128206520186327,-0.5339225153897278,-0.351712741143131,-0.47865041289937854,0.3441361999041668,-0.4275703635016645,0.7948467472648715,0.656990335622302,-0.3304643854661562,0.6682363404128628,0.19243194302179192,-0.11087045018935364,-0.18698973157864748,0.8854155818962415,0.30599456262922486,-0.02172381635845396,-0.20148635310668608,-0.30658220842045275,-0.12997773103580823,0.9951667966814686,1.444749390572838,-0.2999026595358855,-0.36273887150833617,6.345799922943115,0
Europe,Southern Europe,Greece,0.2384868870014582,-0.1342283969852811,-0.18642506768996212,1.3843243904660267,-0.772816769503644,-0.889177322308486,-1.2243684689821261,-0.6958290692820238,0.9201084935595245,0.08533311760529264,0.10613575725676949,-0.6728446541567505,-0.519298272032757,0.3136872877180074,0.00986136571959923,0.5493566266527661,0.6907107224117613,0.5454037349996339,-0.2181259976239456,0.49812446056831416,0.656990335622302,0.28576388888136195,0.9386128890495138,0.21689792787238865,0.15999026989349788,0.32856767120248,0.6133053791797214,0.30599456262922486,-0.02172381635845396,0.07236481696085173,0.23626518814053218,0.497164821211967,0.4518366926941322,-0.12321667717162907,0.24614652244926435,-0.36273887150833617,5.933599948883057,1
Africa,West Africa,Gambia,-0.37521936888229507,-0.15718799576060705,0.10373652960167223,-0.07697701715444616,-1.224797486213351,1.2721730958972794,-0.43581525036071245,-0.09984529544431407,0.2030925880804333,1.0264355003379497,1.0973067806707961,-0.4409535501348704,-0.7655502781809685,-0.285734955149076,0.8255371873835897,-1.252782108939028,-1.4141393211482904,-0.5280231188428577,-1.26534782701254,0.49812446056831416,0.23220261443267298,-0.9466926598136743,-0.4132698541337412,0.21689792787238865,0.4308509899763494,0.32856767120248,-0.2030252289698391,-0.2816367864995353,-0.02172381635845396,0.07236481696085173,0.7791125847015171,0.497164821211967,0.4518366926941322,-0.3845443551290402,-0.2999026595358855,0.9009543090170952,4.484899997711182,2
Asia,Eastern Asia,Mongolia,-0.682072496824172,-0.8000567614697284,-0.47658666498159646,-1.0511779555680947,-0.9988071278584975,0.6237679704355499,-0.17296417748690784,0.09881596250158918,-0.9919339210513853,-1.326320456493693,-1.215425607295266,0.25471976193076995,0.7119617587083006,-0.5854460765826177,-0.8058144559443913,-1.5531385648709939,-0.9463948670238345,-0.5280231188428577,-0.8464590952571023,-0.6887646862179154,-0.4049789673517707,-0.02235024829239711,0.1274832431395608,0.2413639127229854,0.15999026989349788,0.32856767120248,0.3411951764632012,0.5998102371936049,-0.02172381635845396,0.07236481696085173,0.23626518814053218,-0.12997773103580823,-0.6348235152805405,0.1381110007857821,1.0652202954269891,0.3954770368069226,5.696199893951416,0
Asia,Central Asia and the Caucasus,Georgia,-1.0712520737260647,-0.9760803520805592,-1.3470714568564994,-1.538278424774919,-0.9988071278584975,-0.0246371550261798,-0.43581525036071245,-0.6958290692820238,-0.03591271374593043,-1.326320456493693,-1.215425607295266,-0.4409535501348704,0.2194577464118775,-0.5854460765826177,0.00986136571959923,-1.252782108939028,-0.24477818583715055,-1.0647365457641038,-0.4275703635016645,-1.5789315463075875,-1.0421605491362143,-1.5629209341611925,0.3978597917762118,0.26582989757358216,-0.38173117027220516,0.32856767120248,0.06908497374668104,0.5998102371936049,-0.8078544208300039,0.8939183271634652,-0.03515851013996029,0.18359354508807935,-0.09149341129320415,1.1834217126154267,0.5191711134418393,0.3954770368069226,5.184700012207031,0
Europe,Central & Eastern Europe,North Macedonia,-0.0010082372458598556,-0.004124003925101816,-0.47658666498159646,0.6536736866557903,-0.320836052793937,-0.0246371550261798,-0.698666323234517,-0.6958290692820238,0.9201084935595245,0.08533311760529264,0.4365260983947784,0.25471976193076995,0.46570975256008906,0.013976166284465725,-0.5339225153897278,-0.6520691970750967,0.45683849534953336,0.00869030807838808,-0.4275703635016645,0.20140217387175677,0.23220261443267298,-0.02235024829239711,0.1274832431395608,0.2902958824241789,0.15999026989349788,0.5863463725930437,0.06908497374668104,-0.2816367864995353,-0.02172381635845396,0.6200671570959273,0.5076888864210246,0.497164821211967,-0.36315846328687235,0.1381110007857821,0.5191711134418393,0.6482156729120089,5.369100093841553,1
Europe,Central & Eastern Europe,Slovakia,-0.23301913886045003,-0.11126879820995514,-0.47658666498159646,-0.3205272517578583,-0.09484569443908353,-0.0246371550261798,-0.698666323234517,-0.6958290692820238,0.442097889906797,0.3206087132884569,-0.22425458388123942,0.25471976193076995,0.7119617587083006,0.3136872877180074,-0.5339225153897278,0.5493566266527661,-0.47865041289937854,-0.3267555837473906,-0.4275703635016645,0.20140217387175677,0.23220261443267298,-0.3304643854661562,-0.9540229514070432,0.2902958824241789,0.15999026989349788,0.07078896981191626,0.6133053791797214,0.5998102371936049,0.24031971846539602,0.07236481696085173,0.5076888864210246,0.18359354508807935,0.18017164070046401,0.1381110007857821,0.24614652244926435,0.14273840070183635,6.2571001052856445,0
Africa,East Africa,Kenya,1.4883520666671517,1.5724351119806004,1.2643829187682096,1.1407741558626145,1.035106097335184,0.8399030122561264,1.1412911868821152,0.8934609942852022,1.6371243990386157,0.5558843089716212,0.7669164395327873,0.25471976193076995,1.6969697833011466,0.9131095305850908,1.0974291279382533,0.8497130825847319,1.3923274035984452,1.2833846970163467,1.2479845635200866,1.3882913206579863,0.8693841962171166,0.593878026055121,0.6682363404128628,0.3147618672747756,0.15999026989349788,0.32856767120248,0.8854155818962415,0.893625911757985,0.24031971846539602,-0.20148635310668608,0.5076888864210246,0.8107360973358545,0.4518366926941322,-0.6458720330864514,-0.8459518415210354,0.9009543090170952,4.469600200653076,2
Europe,Central & Eastern Europe,Bulgaria,0.4630135659833199,0.4014955744389869,-0.47658666498159646,0.16657321744896597,-0.320836052793937,0.8399030122561264,-0.17296417748690784,0.09881596250158918,0.9201084935595245,-0.14994247807787164,0.10613575725676949,0.7185019699745302,0.7119617587083006,0.6133984091515492,0.00986136571959923,0.2490001707208004,0.45683849534953336,0.47831455663447836,0.41020710000921107,0.7948467472648715,0.656990335622302,-0.3304643854661562,0.1274832431395608,0.3147618672747756,0.15999026989349788,0.8441250739836075,0.06908497374668104,0.30599456262922486,0.24031971846539602,0.07236481696085173,0.5076888864210246,0.497164821211967,0.18017164070046401,0.3994386787431932,0.24614652244926435,-0.11000023540324992,5.462699890136719,1
Americas,Caribbean & Central,Jamaica,0.57527690547425,0.01883559485022414,-0.47658666498159646,-1.0511779555680947,1.7130771723997444,-1.1053123641290625,-1.4872195418559309,-1.4904741010656368,-0.5139233173986578,0.7911599046547855,2.088477804084823,-0.9047357581786306,-0.02679425973633399,0.6133984091515492,0.8255371873835897,1.4504259944486633,0.9245829494739893,1.015027983555724,1.6668732952755243,1.3882913206579863,0.8693841962171166,0.9019921632288801,-1.2243995000436942,0.36981033318861817,-0.11087045018935364,0.32856767120248,0.6133053791797214,0.012178888064844814,-0.5458108860061539,0.6200671570959273,0.7791125847015171,-0.12997773103580823,-0.09149341129320415,0.3994386787431932,1.0652202954269891,0.9009543090170952,5.841700077056885,1
Asia,Southern Asia,India,0.5378557923106067,1.3964115213697699,1.2643829187682096,0.6536736866557903,0.35713502227062344,0.8399030122561264,1.1412911868821152,0.8934609942852022,1.398119097212252,-0.6204936694442003,1.427697121808805,0.9503930739964103,1.4507177771529352,0.6133984091515492,1.3693210684929167,0.8497130825847319,1.3923274035984452,-0.2596664053822351,-0.2181259976239456,0.49812446056831416,0.019808753837858423,-1.5629209341611925,0.1274832431395608,0.36981033318861817,-0.38173117027220516,0.32856767120248,1.4296359873292819,-0.2816367864995353,-0.02172381635845396,0.07236481696085173,1.5933836795429945,1.1243073734597422,0.18017164070046401,-0.12321667717162907,0.24614652244926435,-0.11000023540324992,4.054100036621094,2
Asia,Western Asia,Bahrain,-0.06088201830768954,0.4014955744389869,1.2643829187682096,0.16657321744896597,-0.09484569443908353,-0.24077219684675635,0.615589041134506,0.6947997363392989,0.442097889906797,-0.38521807376103595,0.10613575725676949,0.9503930739964103,1.2044657710047235,0.6133984091515492,0.28175330627426276,-0.351712741143131,-1.1802670940860625,-0.4609339404777022,-1.055903461134821,0.20140217387175677,-0.8297666885413998,-0.3304643854661562,0.6682363404128628,0.36981033318861817,0.701711710059201,0.07078896981191626,0.6133053791797214,0.012178888064844814,-0.02172381635845396,-0.20148635310668608,0.7791125847015171,0.497164821211967,0.7235017446878004,0.6607663567006044,0.5191711134418393,-0.36273887150833617,5.959099769592285,0
Africa,West Africa,Ghana,0.57527690547425,0.860687549945502,0.6840597241849409,0.16657321744896597,0.35713502227062344,1.2721730958972794,0.8784401140083106,1.0921222522311054,0.9201084935595245,0.7911599046547855,0.4365260983947784,0.9503930739964103,0.7119617587083006,0.013976166284465725,0.00986136571959923,-0.0513562852111653,-0.24477818583715055,0.2770470215390107,-0.4275703635016645,0.49812446056831416,0.656990335622302,0.593878026055121,-0.1428933054970902,0.3942763180392149,0.701711710059201,0.5863463725930437,0.3411951764632012,-0.2816367864995353,0.24031971846539602,-0.20148635310668608,0.5076888864210246,0.8107360973358545,0.9951667966814686,-0.3845443551290402,-0.2999026595358855,1.1536929451221813,4.289400100708008,2
Africa,Southern Africa,Botswana,-0.5099353762714122,-0.3638243847385386,-0.7667482622732308,-0.8076277209646826,-0.5468264111487905,-0.6730422804879095,1.4041422597559197,-0.49716781133612054,-0.27491801557229417,-0.6204936694442003,-0.5546449250192483,-0.4409535501348704,0.2194577464118775,-0.285734955149076,0.00986136571959923,0.5493566266527661,-0.010905958774922586,-0.5951122972080138,-1.26534782701254,-0.09532011282480063,-0.8297666885413998,-0.02235024829239711,0.3978597917762118,0.3942763180392149,0.15999026989349788,-0.18698973157864748,1.4296359873292819,0.893625911757985,0.764406788113096,0.07236481696085173,-0.03515851013996029,0.18359354508807935,0.7235017446878004,0.1381110007857821,-0.026878068543310582,0.14273840070183635,3.3833999633789062,2
Asia,Western Asia,Kuwait,0.12622354751052806,0.6310915621922444,1.2643829187682096,0.6536736866557903,0.35713502227062344,0.6237679704355499,0.615589041134506,0.49613847839339564,0.442097889906797,-0.14994247807787164,0.7669164395327873,0.9503930739964103,0.9582137648565121,0.6133984091515492,0.5536452468289262,-0.9524256530070625,-0.9463948670238345,-0.3267555837473906,-1.26534782701254,0.20140217387175677,0.019808753837858423,-0.9466926598136743,0.9386128890495138,0.44320828774040844,0.15999026989349788,0.07078896981191626,0.06908497374668104,0.012178888064844814,0.502363253289246,0.6200671570959273,0.23626518814053218,0.497164821211967,0.9951667966814686,0.6607663567006044,0.5191711134418393,0.3954770368069226,6.951399803161621,0
Africa,Southern Africa,Mauritius,-0.4949669310059544,-0.5704607737164709,-0.7667482622732308,-0.8076277209646826,-1.224797486213351,-0.24077219684675635,-0.9615173961083217,-0.2985065533902173,1.8761297008649793,-0.6204936694442003,0.10613575725676949,1.4141752820401705,-0.2730462658845455,-0.8851571980161594,-0.5339225153897278,-1.5531385648709939,-1.1802670940860625,-0.3938447621125467,-0.8464590952571023,0.49812446056831416,0.019808753837858423,-0.6385785226399152,-0.4132698541337412,0.44320828774040844,0.701711710059201,0.8441250739836075,0.3411951764632012,0.30599456262922486,0.502363253289246,0.3462159870283895,0.23626518814053218,-0.4435490071596958,1.2668318486751367,-0.12321667717162907,0.24614652244926435,0.3954770368069226,5.816400051116943,0
Asia,Western Asia,Jordan,-0.07585046357314729,-0.004124003925101816,0.10373652960167223,0.16657321744896597,0.5831253806254769,-0.24077219684675635,-0.698666323234517,-1.0931515851738303,-0.27491801557229417,-0.8557692651273645,0.4365260983947784,0.9503930739964103,0.46570975256008906,0.3136872877180074,0.28175330627426276,0.2490001707208004,-0.010905958774922586,-0.1254880486519235,-1.055903461134821,0.7948467472648715,0.019808753837858423,-0.6385785226399152,0.6682363404128628,0.46767427259100514,0.4308509899763494,0.07078896981191626,1.1575257846127616,0.30599456262922486,-0.02172381635845396,0.8939183271634652,0.5076888864210246,1.1243073734597422,-0.36315846328687235,0.1381110007857821,1.0652202954269891,-0.11000023540324992,4.185800075531006,2
Americas,South America,Colombia,2.0347003188563475,1.855603496876285,1.2643829187682096,1.1407741558626145,1.2610964556900375,1.2721730958972794,1.1412911868821152,1.6881060260688152,0.442097889906797,2.202813478753771,1.0973067806707961,0.4866108659526501,1.2044657710047235,1.2128206520186327,1.3693210684929167,-0.0513562852111653,2.093944084785129,2.0213656590330595,2.295206392908681,2.2784581807476583,0.656990335622302,1.2101063004026391,1.2089894376861647,0.49825675365425093,0.701711710059201,0.5863463725930437,1.701746190045802,0.5998102371936049,0.502363253289246,0.07236481696085173,-0.30658220842045275,0.8107360973358545,0.18017164070046401,-0.3845443551290402,-0.026878068543310582,0.9009543090170952,5.695099830627441,1
Africa,Southern Africa,South Africa,1.6080996287908111,1.5265159144299492,-0.7667482622732308,-0.07697701715444616,1.2610964556900375,0.4076329286149733,1.6669933326297244,1.2907835101770087,1.6371243990386157,1.0264355003379497,-0.22425458388123942,1.6460663860620506,1.2044657710047235,0.9131095305850908,1.0974291279382533,1.4504259944486633,1.8600718577229012,1.55174141047697,1.4574289293978056,1.3882913206579863,0.8693841962171166,1.2101063004026391,0.9386128890495138,0.49825675365425093,0.4308509899763494,0.5863463725930437,0.06908497374668104,0.893625911757985,0.764406788113096,-0.20148635310668608,0.5076888864210246,0.497164821211967,0.7235017446878004,-0.12321667717162907,-0.026878068543310582,1.1536929451221813,5.421999931335449,1
Americas,Caribbean & Central,Costa Rica,0.37320289439057536,0.37853597566366093,-0.47658666498159646,0.4101234520523781,-0.09484569443908353,0.4076329286149733,0.615589041134506,0.8934609942852022,-1.4699445247041127,1.261711096021114,-0.5546449250192483,-0.6728446541567505,1.2044657710047235,-0.285734955149076,0.28175330627426276,0.8497130825847319,0.9245829494739893,0.3441361999041668,1.2479845635200866,0.20140217387175677,-1.4669482703258434,0.9019921632288801,0.6682363404128628,0.49825675365425093,1.2434331502249039,1.1019037753741712,0.3411951764632012,0.5998102371936049,0.764406788113096,0.07236481696085173,-0.03515851013996029,-0.4435490071596958,-0.09149341129320415,0.3994386787431932,0.24614652244926435,0.9009543090170952,6.955399990081787,0
Asia,Eastern Asia,China,1.0018775955397863,1.2663071283095906,0.6840597241849409,0.6536736866557903,-0.9988071278584975,1.9205782213590092,2.1926954783773334,0.09881596250158918,1.159113795385888,-0.6204936694442003,-0.5546449250192483,1.4141752820401705,1.9432217894493582,0.9131095305850908,2.456888830711571,0.8497130825847319,0.45683849534953336,0.6795820917299454,1.0385401976423676,1.091569033961429,0.4445964750274875,-1.5629209341611925,1.2089894376861647,0.5227227385048477,0.701711710059201,-0.18698973157864748,0.06908497374668104,1.187441586322365,0.24031971846539602,0.6200671570959273,1.321959981262502,1.1243073734597422,1.538496900668805,-0.12321667717162907,0.7921957044344142,-1.3736934159286813,5.972700119018555,1
Asia,Central Asia and the Caucasus,Armenia,-1.6550214390789038,-1.4888447247295014,-1.637233054148134,-1.781828659378331,-1.4507878445682045,-0.24077219684675635,-0.43581525036071245,-0.8944903272279271,0.2030925880804333,-1.5615960521768573,-1.215425607295266,-0.4409535501348704,-1.01180228432918,-1.7842905623167846,-0.8058144559443913,-0.6520691970750967,-1.1802670940860625,-1.6685391510505054,-0.6370147293793834,-1.5789315463075875,-1.2545544097310288,-1.5629209341611925,-1.4947760486803452,0.5471887233554444,1.2434331502249039,0.8441250739836075,0.6133053791797214,0.5998102371936049,-0.02172381635845396,0.8939183271634652,-1.1208533032619301,0.8107360973358545,0.7235017446878004,0.3994386787431932,-0.026878068543310582,0.9009543090170952,5.454899787902832,0
Africa,West Africa,Nigeria,1.6829418551180986,1.909175894018712,0.9742213214765753,0.4101234520523781,1.487086814044891,0.8399030122561264,1.1412911868821152,1.2907835101770087,0.9201084935595245,1.0264355003379497,1.758087462946814,1.6460663860620506,1.6969697833011466,0.6133984091515492,1.6412130090475803,1.4504259944486633,1.8600718577229012,1.3504738753815029,0.6196514658869299,1.6850136073545436,0.656990335622302,1.2101063004026391,1.2089894376861647,0.596120693056638,0.4308509899763494,0.32856767120248,0.8854155818962415,1.187441586322365,0.24031971846539602,0.07236481696085173,-0.03515851013996029,0.18359354508807935,0.9951667966814686,0.3994386787431932,0.5191711134418393,1.1536929451221813,4.880799770355225,1
Africa,West Africa,Senegal,0.3657186717578461,0.5009871691320651,-0.18642506768996212,-0.07697701715444616,-0.09484569443908353,1.488308137717856,1.1412911868821152,-0.09984529544431407,-0.5139233173986578,1.0264355003379497,1.0973067806707961,-0.9047357581786306,0.2194577464118775,-0.285734955149076,1.3693210684929167,0.8497130825847319,0.2229662682873054,0.20995784317385519,-0.4275703635016645,0.20140217387175677,-0.4049789673517707,0.593878026055121,1.2089894376861647,0.596120693056638,0.4308509899763494,0.32856767120248,0.6133053791797214,0.5998102371936049,0.24031971846539602,0.6200671570959273,1.0505362829820095,0.18359354508807935,0.4518366926941322,0.3994386787431932,0.24614652244926435,1.1536929451221813,4.968599796295166,2
Europe,Central & Eastern Europe,Poland,-0.41264048204593845,0.07240799199265047,-0.18642506768996212,0.4101234520523781,-0.320836052793937,-0.6730422804879095,0.08988689538689676,0.2974772204474924,-0.03591271374593043,0.08533311760529264,0.10613575725676949,0.9503930739964103,0.46570975256008906,0.013976166284465725,-0.26203057483506426,0.5493566266527661,-0.7125226399616065,-0.7963798323034809,-0.8464590952571023,0.20140217387175677,-0.6173728279465852,-1.2548067969874335,-0.4132698541337412,0.6511691589704804,0.4308509899763494,-0.18698973157864748,0.8854155818962415,0.893625911757985,0.24031971846539602,0.8939183271634652,1.321959981262502,1.1243073734597422,0.9951667966814686,0.3994386787431932,0.5191711134418393,-0.36273887150833617,6.441500186920166,0
Asia,South-Eastern Asia,Malaysia,0.8970984786815848,1.373451922594444,0.9742213214765753,1.1407741558626145,0.13114466391576995,1.056038054076703,1.6669933326297244,0.2974772204474924,1.398119097212252,-0.38521807376103595,-0.22425458388123942,1.1822841780182904,1.6969697833011466,1.2128206520186327,1.3693210684929167,1.4504259944486633,0.6907107224117613,0.41122537826932226,0.20076273413149215,-0.09532011282480063,0.019808753837858423,0.9019921632288801,0.6682363404128628,0.6756351438210773,-0.11087045018935364,0.5863463725930437,0.6133053791797214,1.187441586322365,0.502363253289246,0.3462159870283895,0.23626518814053218,0.8107360973358545,1.2668318486751367,0.9220940346580155,1.0652202954269891,-0.11000023540324992,5.975200176239014,1
Europe,Central & Eastern Europe,Croatia,0.08880243434688467,0.01883559485022414,-0.47658666498159646,0.6536736866557903,-0.320836052793937,0.19149788679439675,-0.698666323234517,-0.09984529544431407,0.442097889906797,0.7911599046547855,0.4365260983947784,0.25471976193076995,-0.02679425973633399,-0.285734955149076,-0.5339225153897278,-0.351712741143131,-0.010905958774922586,0.14286866480869967,-0.00868163174622672,0.49812446056831416,0.019808753837858423,-0.3304643854661562,0.3978597917762118,0.6756351438210773,0.4308509899763494,0.8441250739836075,0.6133053791797214,0.893625911757985,0.502363253289246,0.6200671570959273,0.7791125847015171,1.1243073734597422,0.18017164070046401,0.9220940346580155,0.5191711134418393,-0.11000023540324992,5.942299842834473,0
Americas,South America,Argentina,-0.023460905144046154,-0.28729238882078634,-0.47658666498159646,-0.8076277209646826,-0.772816769503644,-0.889177322308486,-0.43581525036071245,-0.8944903272279271,-0.9919339210513853,1.0264355003379497,1.427697121808805,-0.9047357581786306,0.46570975256008906,-1.484579440883243,1.0974291279382533,1.1500695385166975,0.45683849534953336,0.20995784317385519,0.41020710000921107,0.20140217387175677,0.019808753837858423,-0.02235024829239711,0.1274832431395608,0.700101128671674,0.9725724301420524,0.07078896981191626,0.06908497374668104,0.30599456262922486,0.502363253289246,0.3462159870283895,0.5076888864210246,1.4378786495836298,0.7235017446878004,0.9220940346580155,0.24614652244926435,1.4064315812272676,6.1880998611450195,0
Europe,Central & Eastern Europe,Romania,-0.3377982557186517,0.302003979745908,0.10373652960167223,0.16657321744896597,-0.09484569443908353,0.8399030122561264,-0.17296417748690784,-0.2985065533902173,0.6811031917331607,0.3206087132884569,-0.22425458388123942,0.022828657908889834,0.7119617587083006,0.013976166284465725,0.00986136571959923,0.8497130825847319,-0.010905958774922586,-0.8634690106686367,-0.4275703635016645,-0.09532011282480063,-1.0421605491362143,-0.9466926598136743,-0.6836464027703921,0.7245671135222707,0.701711710059201,1.1019037753741712,0.6133053791797214,0.30599456262922486,1.026450322936946,0.6200671570959273,0.7791125847015171,0.18359354508807935,0.4518366926941322,0.9220940346580155,0.7921957044344142,0.14273840070183635,6.491199970245361,0
Europe,Central & Eastern Europe,Slovenia,-0.4949669310059544,-0.6469927696342231,-1.0569098595648652,0.16657321744896597,-0.5468264111487905,-0.4569072386673329,-0.9615173961083217,-0.8944903272279271,-0.03591271374593043,0.3206087132884569,-0.22425458388123942,0.022828657908889834,0.2194577464118775,0.013976166284465725,-1.0777063964990548,-1.5531385648709939,-0.47865041289937854,-0.3267555837473906,-0.4275703635016645,-0.392042399521358,0.23220261443267298,-0.3304643854661562,-0.4132698541337412,0.7490330983728675,0.701711710059201,0.32856767120248,0.6133053791797214,0.893625911757985,0.764406788113096,0.6200671570959273,1.321959981262502,0.18359354508807935,0.18017164070046401,0.9220940346580155,0.7921957044344142,0.6482156729120089,6.743299961090088,0
Asia,Western Asia,Israel,-0.13572424463497698,0.09536759076797642,0.10373652960167223,-1.2947281901715069,0.5831253806254769,-1.1053123641290625,-1.4872195418559309,0.2974772204474924,-0.5139233173986578,0.3206087132884569,0.7669164395327873,0.25471976193076995,2.1894737955975696,0.3136872877180074,0.00986136571959923,0.2490001707208004,0.45683849534953336,-0.3267555837473906,0.6196514658869299,-0.9854869729144728,-0.4049789673517707,-0.9466926598136743,0.1274832431395608,0.7734990832234642,0.701711710059201,0.32856767120248,0.3411951764632012,0.5998102371936049,0.24031971846539602,0.8939183271634652,-0.8494296049814377,1.4378786495836298,1.538496900668805,1.1834217126154267,1.0652202954269891,0.9009543090170952,7.341100215911865,0
Americas,South America,Chile,0.1112551022450703,0.14893998791040342,0.10373652960167223,-0.07697701715444616,0.5831253806254769,0.19149788679439675,0.08988689538689676,-0.6958290692820238,-0.9919339210513853,1.261711096021114,1.0973067806707961,0.25471976193076995,0.2194577464118775,-1.1848683194497012,0.8255371873835897,-0.351712741143131,0.2229662682873054,0.07577948644354358,-0.00868163174622672,0.20140217387175677,-0.19258510675695611,0.28576388888136195,0.1274832431395608,0.8285475491373068,1.2434331502249039,1.3596824767647349,1.1575257846127616,0.30599456262922486,0.502363253289246,-0.20148635310668608,-0.5780059067009452,1.1243073734597422,0.7235017446878004,0.9220940346580155,1.0652202954269891,1.1536929451221813,6.360300064086914,0
Europe,Southern Europe,Italy,0.8896142560488555,0.6540511609675704,0.6840597241849409,1.1407741558626145,0.35713502227062344,-0.4569072386673329,-0.698666323234517,0.2974772204474924,0.442097889906797,1.4969866917042782,0.10613575725676949,0.022828657908889834,0.7119617587083006,0.6133984091515492,0.28175330627426276,-0.351712741143131,1.6261996306606732,1.015027983555724,2.0857620270309623,-1.2822092596110302,0.23220261443267298,1.2101063004026391,1.2089894376861647,1.005925939304133,0.9725724301420524,0.32856767120248,1.701746190045802,1.4812572608867451,0.502363253289246,1.4416206672985408,0.5076888864210246,0.8107360973358545,0.18017164070046401,0.6607663567006044,0.7921957044344142,1.4064315812272676,6.323500156402588,1
Europe,Southern Europe,Portugal,-0.11327157673679068,-0.15718799576060705,-0.18642506768996212,-0.07697701715444616,-0.5468264111487905,-0.0246371550261798,-0.43581525036071245,-0.49716781133612054,0.442097889906797,0.5558843089716212,0.10613575725676949,0.022828657908889834,0.46570975256008906,-0.5854460765826177,-0.26203057483506426,-0.351712741143131,-0.24477818583715055,-0.05839887028676802,0.41020710000921107,0.20140217387175677,-0.6173728279465852,-0.02235024829239711,-0.1428933054970902,1.0303919241547297,1.2434331502249039,0.32856767120248,0.8854155818962415,0.893625911757985,0.764406788113096,1.1677694972310029,0.5076888864210246,1.1243073734597422,0.4518366926941322,1.444749390572838,0.7921957044344142,1.4064315812272676,6.029600143432617,0
Europe,Southern Europe,Spain,0.6501191318015375,0.6310915621922444,0.6840597241849409,0.8972239212592024,-0.5468264111487905,-0.24077219684675635,0.08988689538689676,-0.8944903272279271,1.159113795385888,1.261711096021114,1.427697121808805,0.25471976193076995,0.7119617587083006,0.6133984091515492,0.5536452468289262,1.1500695385166975,-0.010905958774922586,0.6124929133647894,0.8290958317646488,0.7948467472648715,-0.4049789673517707,1.2101063004026391,0.1274832431395608,1.1833043294709593,0.9725724301420524,0.8441250739836075,1.4296359873292819,1.4812572608867451,1.288493857760796,1.7154718373660787,0.23626518814053218,1.1243073734597422,0.7235017446878004,1.1834217126154267,0.5191711134418393,1.1536929451221813,6.420899868011475,1
Europe,Western Europe,France,0.5902453507397077,0.807115152803075,0.10373652960167223,0.6536736866557903,0.35713502227062344,-0.0246371550261798,0.35273796826070136,0.09881596250158918,0.9201084935595245,1.0264355003379497,1.0973067806707961,0.4866108659526501,0.9582137648565121,0.3136872877180074,1.0974291279382533,0.5493566266527661,0.2229662682873054,0.3441361999041668,0.8290958317646488,0.49812446056831416,-1.0421605491362143,0.9019921632288801,0.3978597917762118,1.3117507499365921,0.9725724301420524,1.3596824767647349,1.4296359873292819,1.187441586322365,1.026450322936946,1.1677694972310029,0.23626518814053218,2.065021201831405,1.810161952662473,0.3994386787431932,1.3382448864195642,1.1536929451221813,6.609000205993652,1
Europe,Western Europe,Switzerland,-0.12075579936951922,-0.18780079412770811,-0.47658666498159646,-0.8076277209646826,0.13114466391576995,-1.1053123641290625,-0.9615173961083217,0.8934609942852022,-0.7529286192250216,0.5558843089716212,-0.5546449250192483,-0.4409535501348704,1.2044657710047235,0.9131095305850908,0.5536452468289262,-0.351712741143131,-0.7125226399616065,-0.05839887028676802,0.20076273413149215,-0.9854869729144728,-1.679342130920658,1.2101063004026391,1.4793659863228157,1.3606827196377855,2.0560153104734584,0.8441250739836075,1.1575257846127616,0.893625911757985,1.288493857760796,1.4416206672985408,1.864807377823487,0.18359354508807935,0.7235017446878004,1.444749390572838,0.7921957044344142,1.659170217332354,7.060200214385986,0
Europe,Western Europe,Belgium,-0.4500615952095825,0.2254719838281557,-0.47658666498159646,0.4101234520523781,0.35713502227062344,-0.4569072386673329,-0.698666323234517,-0.2985065533902173,-0.03591271374593043,1.4969866917042782,0.7669164395327873,1.1822841780182904,0.7119617587083006,0.3136872877180074,0.00986136571959923,-0.351712741143131,-0.7125226399616065,-0.997647367398948,-0.4275703635016645,-0.392042399521358,-1.679342130920658,-0.3304643854661562,-0.6836464027703921,1.3606827196377855,1.2434331502249039,1.3596824767647349,1.1575257846127616,1.187441586322365,0.764406788113096,1.1677694972310029,0.5076888864210246,1.4378786495836298,1.2668318486751367,1.706077068530249,1.3382448864195642,1.4064315812272676,6.894199848175049,0
